Item,Terms,Level,Tense,Suitable response categories,Direction,Context,Contributor,Date,AI-drafted,Reviewed/edited
I was able to do the work I needed to do.,Ability to work,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I believed in myself.,Self-belief,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I was able to move around freely.,Physical mobility,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt good about my sex life.,Sex life,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I was able to do my usual daily activities.,Usual activities,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt vigorous and strong.,Vigor,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt inspired.,Inspiration,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I was sensitive to emotions â€” my own or others'.,Emotional sensitivity,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I believed it was important to care for my physical health.,Belief in the importance of biomedical health,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I had a positive mood.,Mood,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I noticed beauty in the world around me.,Appreciation of beauty,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt life had little value or meaning.,Negative valuation of life,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I asked for help when I needed it.,Seeking help,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I had people I could turn to for support.,Social resources,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I found it hard to do what I needed to do.,Negative functioning,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt that life had a structure or plan.,Life scheme,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I struggled with my emotional wellbeing.,Negative emotional wellbeing,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt good about my psychological and social life.,Psycho-social quality of life,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt positive about my life circumstances.,Life circumstances,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt that life was valuable and meaningful.,Positive valuation of life,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I made the best of my situation.,Making the best of life circumstances,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt supported in making my own choices.,Autonomy support,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I did things that helped me grow as a person.,Eudiamonic motives,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt empathy for others.,Empathy,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I had physical or mental symptoms that concerned me.,Symptoms,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I understood how to relate well to others.,Social intelligence,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt physically and mentally energized.,Energetic arousal,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt detached or uninterested in others.,Impersonal orientation,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt I could manage what life threw at me.,Manageability,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt supported by people who matter most to me.,Significant others,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I noticed pleasant or intense sensations.,Sensation,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I functioned well in my daily life.,Day-to-day functioning,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I reacted strongly to emotions.,Emotional reactivity,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt mentally sharp and intellectually engaged.,Intellectual health,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I spent time on hobbies or interests.,Hobbies,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I was able to bathe or shower without difficulty.,Bathing,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I believed I could make things happen.,Agency thinking,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I grew as a person.,Personal development,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt emotionally well.,Positive emotional wellbeing,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt good overall.,Overall wellbeing,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt satisfied when I looked back at my life.,Past life satisfaction,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
My actions matched who I want to be.,Behavioural confirmation,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I was physically able to do what I needed.,Physical ability,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I took important matters seriously.,Seriousness,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I looked for support when I needed it.,Seeking support,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I was fully absorbed in what I was doing.,Absorption,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I judged myself in a positive light.,Positive self-evaluation,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt spiritually or religiously well.,Religious wellbeing,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt love for the people in my life.,Love of others,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt enthusiastic about what I was doing.,Enthusiasm,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt that others truly listened to me.,Being listened to,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt a general sense of pleasure or enjoyment.,Hedonic tone,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I recovered quickly from physical challenges.,Physical resilience,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I acted in line with my values.,Self-congruence,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I received encouragement from others.,Encouragement,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt financially secure.,Financial security,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt satisfied with my life as it is now.,Present life satisfaction,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt good about my family life.,Family life,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I tackled problems directly.,Problem-focused approach coping,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I was able to do what I set out to do.,Ability,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt excited.,Excitement,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I took time to reflect on my experiences.,Reflective style,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I recovered emotionally after being upset.,Emotional recovery,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I was limited in what I could do because of physical health.,Role limitations (physical),Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I made decisions without too much hesitation.,Decisiveness,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I got involved in things that mattered to me.,Involvement,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt at ease.,Ease,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I expected the worst to happen.,Expecting the worst,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt physically fit.,Fitness,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I had negative experiences with others.,Negative social experiences,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I had positive experiences with others.,Positive social experiences,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt connected to nature.,Connectedness with nature,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I thought about the future in a meaningful way.,Temporality and future,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I was able to move and function physically.,Physical functioning,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I had problems that affected my quality of life.,Problems for life quality,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt love for or from a higher power.,Love of god,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt at peace with life's bigger questions.,Existential wellbeing,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I expressed my anger openly.,Expressing anger,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I compared myself to people worse off than me.,Downward social comparison,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I communicated well with others.,Communication,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I enjoyed entertainment or recreational activities.,Entertainment,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I cared for other people's needs.,Caring for others,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I reacted quickly without thinking.,Reactive style,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
Interactions with others made it hard for me to stay calm.,Interactive barriers to equanimity,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I believed I had control over what happened in my life.,Internal locus of control,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I focused on managing my feelings when facing problems.,Emotion-focused coping,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt a sense of worth in myself.,Own worth,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I handled social situations well.,Social competence,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I looked on the bright side of life.,Positivity,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt isolated from others.,Isolation,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I sought out new and exciting experiences.,Sensation-seeking,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt loving and accepting toward myself.,Love of self,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt a clear sense of who I am.,Identity,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt supported by my faith or beliefs.,Faith/belief,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt that I had influence over things that mattered.,Influence,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt I was becoming my best self.,Self-actualisation,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
Social difficulties made it hard to stay calm.,Social barriers to equanimity,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
My thoughts made it hard for me to stay calm.,Reflective barriers to equanimity,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
Something inside me made it hard to stay calm.,Innate barriers to equanimity,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt strong inside.,Inner strength,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I had support from peers when I needed it.,Social resources (peers),Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt whole and complete.,Wholeness,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt positively about my relationship with children in my life.,Children,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I stayed calm and steady even in tough moments.,Equanimity,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt down or low.,Feeling down,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I took responsibility for my life.,Life/self-responsibility,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I was dedicated to something important to me.,Dedication,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt close to someone in an intimate way.,Intimate others,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt connected to other people and the world.,Interconnectedness,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
My emotions got in the way of what I wanted to do.,Emotional impairment,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt tense or on edge.,Tense arousal,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I acted aggressively.,Aggressive action,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I held back how I really felt.,Suppresive style,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I avoided dealing with things directly.,Indirect action,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I joined in with social groups or activities.,Social joining,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I believed it was important to care for my wellbeing.,Belief in the importance of wellbeing,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I recovered quickly from social setbacks.,Social resilience,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt empty inside.,Emptiness,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I acted on instinct without thinking much.,Instinctive action,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
